date,raw_title_sentiment,raw_description_sentiment
2023-04-24,neutral,positive
2023-04-25,neutral,negative
2023-04-25,neutral,positive
2023-04-25,neutral,positive
2023-04-25,negative,neutral
2023-04-25,negative,positive
2023-04-25,negative,negative
2023-04-25,neutral,neutral
2023-04-25,negative,neutral
2023-04-26,negative,negative
2023-04-26,neutral,negative
2023-04-26,positive,negative
2023-04-26,neutral,negative
2023-04-26,negative,negative
2023-04-26,negative,positive
2023-04-26,neutral,negative
2023-04-27,negative,negative
2023-04-27,negative,neutral
2023-04-28,negative,negative
2023-04-29,negative,negative
2023-04-30,positive,neutral
2023-05-01,negative,negative
2023-05-01,neutral,neutral
2023-05-01,positive,positive
2023-05-02,negative,negative
2023-05-02,neutral,positive
2023-05-02,negative,negative
2023-05-02,negative,neutral
2023-05-03,negative,positive
2023-05-03,neutral,negative
2023-05-03,negative,negative
2023-05-04,positive,positive
2023-05-04,neutral,neutral
2023-05-04,positive,neutral
2023-05-04,negative,positive
2023-05-04,positive,positive
2023-05-05,positive,neutral
2023-05-05,neutral,positive
2023-05-08,positive,positive
2023-05-08,neutral,positive
2023-05-09,positive,positive
2023-05-09,positive,positive
2023-05-09,positive,negative
2023-05-09,positive,positive
2023-05-10,positive,positive
2023-05-10,neutral,positive
2023-05-11,positive,neutral
2023-05-11,neutral,positive
2023-05-11,neutral,neutral
2023-05-12,positive,positive
2023-05-12,neutral,positive
2023-05-13,neutral,neutral
2023-05-13,negative,negative
2023-05-14,positive,positive
2023-05-15,positive,positive
2023-05-16,positive,neutral
2023-05-16,negative,negative
2023-05-17,negative,negative
2023-05-17,neutral,neutral
2023-05-18,negative,negative
2023-05-18,negative,neutral
2023-05-20,neutral,negative
2023-05-21,neutral,negative
2023-05-22,neutral,neutral
2023-05-23,negative,negative
2023-05-23,neutral,negative
2023-05-23,neutral,neutral
2023-05-23,negative,neutral
2023-05-24,positive,negative
2023-05-25,neutral,positive
2023-05-25,positive,negative
2023-05-26,neutral,positive
2023-05-27,neutral,positive
2023-05-29,neutral,neutral
2023-05-31,negative,negative
2023-06-01,positive,positive
2023-06-01,positive,positive
2023-06-02,neutral,neutral
2023-06-02,negative,positive
2023-06-06,positive,neutral
2023-06-06,negative,negative
2023-06-06,neutral,positive
2023-06-08,neutral,negative
2023-06-08,neutral,positive
2023-06-08,positive,negative
2023-06-09,neutral,neutral
2023-06-12,neutral,neutral
2023-06-12,negative,positive
2023-06-12,negative,positive
2023-06-13,neutral,neutral
2023-06-13,negative,neutral
2023-06-14,neutral,neutral
2023-06-14,positive,positive
2023-06-15,negative,negative
2023-06-16,negative,negative
2023-06-17,neutral,positive
2023-06-18,positive,negative
2023-06-18,positive,negative
2023-06-19,neutral,positive
2023-06-21,negative,negative
2023-06-22,positive,neutral
2023-06-22,neutral,negative
2023-06-26,neutral,neutral
2023-06-26,neutral,neutral
2023-06-27,neutral,positive
2023-06-27,neutral,positive
2023-06-27,negative,negative
2023-06-28,neutral,neutral
2023-06-29,positive,positive
2023-06-29,neutral,negative
2023-06-30,positive,positive
2023-06-30,negative,negative
2023-07-01,positive,negative
2023-07-01,neutral,positive
2023-07-01,positive,positive
2023-07-02,neutral,neutral
2023-07-03,neutral,neutral
2023-07-03,neutral,neutral
2023-07-03,negative,positive
2023-07-04,positive,neutral
2023-07-04,neutral,neutral
2023-07-04,positive,positive
2023-07-04,neutral,positive
2023-07-04,neutral,negative
2023-07-05,neutral,positive
2023-07-05,negative,negative
2023-07-05,positive,neutral
2023-07-05,negative,negative
2023-07-05,neutral,neutral
2023-07-05,negative,negative
2023-07-06,negative,neutral
2023-07-06,negative,positive
2023-07-07,neutral,positive
2023-07-07,neutral,negative
2023-07-07,neutral,negative
2023-07-07,positive,negative
2023-07-07,positive,positive
2023-07-07,neutral,positive
2023-07-08,negative,negative
2023-07-08,neutral,negative
2023-07-08,neutral,negative
2023-07-10,positive,neutral
2023-07-10,neutral,negative
2023-07-11,neutral,positive
2023-07-11,neutral,positive
2023-07-11,neutral,positive
2023-07-12,neutral,neutral
2023-07-13,neutral,positive
2023-07-14,neutral,positive
2023-07-14,positive,neutral
2023-07-14,negative,negative
2023-07-16,neutral,negative
2023-07-17,positive,positive
2023-07-17,positive,neutral
2023-07-18,positive,positive
2023-07-18,positive,positive
2023-07-20,neutral,neutral
2023-07-22,neutral,positive
2023-07-24,negative,positive
2023-07-26,neutral,neutral
2023-07-26,neutral,negative
2023-07-26,neutral,neutral
2023-07-28,neutral,positive
2023-07-28,neutral,positive
2023-07-28,negative,positive
2023-07-29,positive,positive
2023-07-29,neutral,positive
2023-07-29,neutral,negative
2023-07-29,neutral,positive
2023-07-29,neutral,positive
2023-07-29,negative,neutral
2023-07-29,positive,positive
2023-07-30,neutral,positive
2023-07-30,positive,neutral
2023-07-30,positive,positive
2023-07-30,negative,neutral
2023-07-31,positive,negative
2023-07-31,neutral,neutral
2023-07-31,neutral,neutral
2023-07-31,negative,negative
2023-07-31,neutral,neutral
2023-08-01,negative,negative
2023-08-01,negative,negative
2023-08-01,positive,positive
2023-08-01,neutral,positive
2023-08-01,positive,negative
2023-08-02,neutral,negative
2023-08-02,neutral,negative
2023-08-02,neutral,neutral
2023-08-02,negative,neutral
2023-08-03,neutral,positive
2023-08-04,positive,positive
2023-08-04,negative,positive
2023-08-05,positive,positive
2023-08-06,neutral,neutral
2023-08-07,positive,negative
2023-08-07,neutral,positive
2023-08-07,neutral,negative
2023-08-07,neutral,positive
2023-08-08,neutral,positive
2023-08-08,negative,negative
2023-08-08,positive,negative
2023-08-08,negative,positive
2023-08-08,neutral,negative
2023-08-08,negative,negative
2023-08-09,neutral,negative
2023-08-09,negative,negative
2023-08-10,negative,negative
2023-08-10,positive,positive
2023-08-10,negative,neutral
2023-08-10,positive,negative
2023-08-10,neutral,neutral
2023-08-10,negative,negative
2023-08-11,negative,neutral
2023-08-11,neutral,negative
2023-08-13,neutral,positive
2023-08-14,neutral,neutral
2023-08-14,neutral,negative
2023-08-14,neutral,negative
2023-08-15,negative,neutral
2023-08-15,neutral,negative
2023-08-15,neutral,neutral
2023-08-15,negative,negative
2023-08-15,neutral,positive
2023-08-16,neutral,neutral
2023-08-16,negative,negative
2023-08-16,positive,neutral
2023-08-16,positive,negative
2023-08-16,neutral,negative
2023-08-16,neutral,neutral
2023-08-17,negative,neutral
2023-08-17,neutral,negative
2023-08-17,neutral,positive
2023-08-18,positive,positive
2023-08-18,neutral,negative
2023-08-18,negative,negative
2023-08-19,positive,neutral
2023-08-19,neutral,negative
2023-08-19,positive,positive
2023-08-19,positive,neutral
2023-08-21,positive,positive
2023-08-21,positive,positive
2023-08-21,neutral,positive
2023-08-22,positive,neutral
2023-08-22,neutral,positive
2023-08-23,positive,negative
2023-08-23,negative,positive
2023-08-23,neutral,positive
2023-08-23,negative,neutral
2023-08-23,neutral,positive
2023-08-25,neutral,negative
2023-08-25,negative,negative
2023-08-26,positive,positive
2023-08-27,positive,positive
2023-08-28,negative,negative
2023-08-29,neutral,positive
2023-08-29,positive,negative
2023-08-29,neutral,neutral
2023-08-30,negative,negative
2023-08-30,negative,negative
2023-08-30,neutral,negative
2023-08-30,negative,positive
2023-08-30,positive,neutral
2023-08-31,positive,negative
2023-08-31,negative,negative
2023-08-31,positive,negative
2023-08-31,negative,negative
2023-08-31,negative,negative
2023-08-31,neutral,negative
2023-08-31,negative,negative
2023-09-01,neutral,positive
2023-09-01,neutral,positive
2023-09-01,neutral,positive
2023-09-01,positive,negative
2023-09-04,negative,neutral
2023-09-05,neutral,positive
2023-09-05,neutral,positive
2023-09-05,negative,negative
2023-09-05,negative,negative
2023-09-06,negative,negative
2023-09-07,positive,negative
2023-09-07,negative,positive
2023-09-07,positive,positive
2023-09-09,negative,negative
2023-09-10,neutral,neutral
2023-09-11,negative,positive
2023-09-12,positive,negative
2023-09-12,positive,neutral
2023-09-13,neutral,neutral
2023-09-13,negative,positive
2023-09-13,negative,neutral
2023-09-13,neutral,neutral
2023-09-13,negative,positive
2023-09-14,positive,negative
2023-09-14,neutral,positive
2023-09-15,neutral,neutral
2023-09-15,negative,positive
2023-09-15,neutral,neutral
2023-09-16,positive,negative
2023-09-17,positive,positive
2023-09-17,negative,negative
2023-09-18,negative,negative
2023-09-18,neutral,positive
2023-09-18,neutral,negative
2023-09-19,positive,positive
2023-09-19,neutral,neutral
2023-09-19,negative,neutral
2023-09-19,negative,negative
2023-09-20,positive,negative
2023-09-20,neutral,neutral
2023-09-20,neutral,negative
2023-09-21,negative,negative
2023-09-21,neutral,positive
2023-09-21,negative,negative
2023-09-21,positive,negative
2023-09-22,neutral,positive
2023-09-22,positive,neutral
2023-09-23,positive,negative
2023-09-25,positive,neutral
2023-09-25,positive,positive
2023-09-25,positive,negative
2023-09-26,neutral,neutral
2023-09-26,negative,negative
2023-09-27,negative,positive
2023-09-27,negative,positive
2023-09-27,negative,negative
2023-09-28,negative,neutral
2023-09-28,neutral,positive
2023-09-29,negative,negative
2023-09-29,neutral,positive
2023-09-29,positive,positive
2023-09-30,neutral,positive
2023-10-01,neutral,negative
2023-10-01,negative,negative
2023-10-02,neutral,positive
2023-10-02,neutral,positive
2023-10-02,negative,negative
2023-10-02,positive,positive
2023-10-02,neutral,positive
2023-10-03,negative,negative
2023-10-04,positive,positive
2023-10-04,neutral,positive
2023-10-04,positive,neutral
2023-10-05,positive,neutral
2023-10-05,negative,negative
2023-10-05,neutral,positive
2023-10-06,neutral,neutral
2023-10-06,neutral,positive
2023-10-09,neutral,negative
2023-10-10,neutral,negative
2023-10-11,positive,positive
2023-10-11,neutral,neutral
2023-10-11,negative,negative
2023-10-12,negative,negative
2023-10-12,neutral,positive
2023-10-12,positive,positive
2023-10-12,neutral,neutral
2023-10-13,negative,negative
2023-10-14,positive,positive
2023-10-17,neutral,positive
2023-10-17,negative,neutral
2023-10-18,negative,negative
2023-10-18,neutral,positive
2023-10-18,negative,negative
2023-10-19,negative,negative
2023-10-20,positive,negative
2023-10-20,neutral,neutral
2023-10-20,negative,negative
2023-10-21,negative,positive
2023-10-21,negative,negative
2023-10-22,positive,negative
2023-10-23,positive,neutral
2023-10-23,negative,positive
2023-10-24,positive,positive
2023-10-25,positive,positive
2023-10-25,neutral,positive
2023-10-26,negative,negative
2023-10-27,negative,negative
2023-10-27,positive,negative
2023-10-28,negative,negative
2023-10-30,negative,negative
2023-10-30,negative,negative
2023-10-31,negative,negative
2023-10-31,neutral,positive
2023-10-31,neutral,neutral
2023-11-01,negative,neutral
2023-11-01,negative,positive
2023-11-01,negative,negative
2023-11-01,negative,negative
2023-11-01,positive,negative
2023-11-02,negative,negative
2023-11-02,negative,positive
2023-11-03,positive,neutral
2023-11-03,positive,positive
2023-11-05,neutral,negative
2023-11-06,neutral,negative
2023-11-06,negative,negative
2023-11-06,negative,negative
2023-11-06,neutral,negative
2023-11-06,neutral,positive
2023-11-06,neutral,neutral
2023-11-06,neutral,negative
2023-11-07,negative,negative
2023-11-07,neutral,positive
2023-11-08,positive,positive
2023-11-08,negative,negative
2023-11-08,neutral,neutral
2023-11-08,positive,negative
2023-11-09,negative,negative
2023-11-09,negative,negative
2023-11-10,negative,positive
2023-11-10,positive,positive
2023-11-11,neutral,neutral
2023-11-11,neutral,neutral
2023-11-11,positive,negative
2023-11-11,neutral,negative
2023-11-11,neutral,positive
2023-11-11,neutral,positive
2023-11-12,negative,negative
2023-11-12,positive,positive
2023-11-12,neutral,positive
2023-11-13,negative,positive
2023-11-13,neutral,positive
2023-11-14,negative,negative
2023-11-14,negative,negative
2023-11-14,neutral,neutral
2023-11-15,negative,positive
2023-11-15,positive,positive
2023-11-15,negative,negative
2023-11-16,negative,neutral
2023-11-16,negative,negative
2023-11-16,neutral,positive
2023-11-17,negative,positive
2023-11-17,negative,negative
2023-11-18,negative,negative
2023-11-18,negative,neutral
2023-11-19,positive,negative
2023-11-19,negative,negative
2023-11-20,neutral,positive
2023-11-21,neutral,positive
2023-11-21,negative,negative
2023-11-21,negative,positive
2023-11-21,neutral,neutral
2023-11-21,negative,positive
2023-11-21,positive,neutral
2023-11-22,positive,positive
2023-11-22,neutral,positive
2023-11-22,positive,negative
2023-11-22,negative,negative
2023-11-23,negative,negative
2023-11-23,positive,neutral
2023-11-23,neutral,negative
2023-11-23,negative,negative
2023-11-24,negative,negative
2023-11-24,negative,negative
2023-11-24,neutral,neutral
2023-11-24,neutral,positive
2023-11-24,negative,negative
2023-11-24,neutral,positive
2023-11-24,negative,negative
2023-11-24,negative,negative
2023-11-24,neutral,neutral
2023-11-25,negative,negative
2023-11-25,positive,negative
2023-11-26,neutral,positive
2023-11-28,negative,negative
2023-11-29,neutral,negative
2023-11-29,positive,negative
2023-11-29,negative,positive
2023-11-30,negative,neutral
2023-11-30,neutral,neutral
2023-11-30,negative,negative
2023-12-01,negative,negative
2023-12-01,negative,negative
2023-12-01,positive,negative
2023-12-01,neutral,neutral
2023-12-01,neutral,negative
2023-12-03,neutral,positive
2023-12-03,positive,positive
2023-12-04,negative,negative
2023-12-04,negative,negative
2023-12-04,positive,negative
2023-12-05,negative,negative
2023-12-05,positive,positive
2023-12-06,positive,positive
2023-12-06,negative,negative
2023-12-07,positive,positive
2023-12-07,negative,negative
2023-12-07,positive,negative
2023-12-08,positive,positive
2023-12-08,negative,negative
2023-12-08,positive,positive
2023-12-08,positive,negative
2023-12-11,neutral,negative
2023-12-11,positive,negative
2023-12-11,positive,positive
2023-12-11,positive,negative
2023-12-11,negative,negative
2023-12-12,negative,negative
2023-12-12,negative,negative
2023-12-12,negative,negative
2023-12-13,positive,negative
2023-12-14,positive,negative
2023-12-14,negative,negative
2023-12-16,positive,positive
2023-12-18,neutral,positive
2023-12-18,negative,positive
2023-12-19,negative,negative
2023-12-20,negative,positive
2023-12-20,negative,positive
2023-12-22,neutral,negative
2023-12-22,neutral,neutral
2023-12-23,neutral,neutral
2023-12-24,negative,neutral
2023-12-28,positive,negative
2023-12-29,neutral,neutral
2023-12-30,neutral,positive
2023-12-31,neutral,negative
2023-12-31,negative,positive
2024-01-01,negative,neutral
2024-01-02,negative,negative
2024-01-02,positive,negative
2024-01-02,neutral,positive
2024-01-04,neutral,neutral
2024-01-05,negative,positive
2024-01-06,negative,negative
2024-01-09,neutral,neutral
2024-01-11,positive,negative
2024-01-12,negative,positive
2024-01-12,neutral,neutral
2024-01-12,neutral,negative
2024-01-13,negative,negative
2024-01-14,neutral,negative
2024-01-15,positive,positive
2024-01-16,neutral,neutral
2024-01-16,positive,neutral
2024-01-17,positive,positive
2024-01-17,neutral,positive
2024-01-17,positive,positive
2024-01-18,neutral,positive
2024-01-19,positive,neutral
2024-01-19,positive,positive
2024-01-21,negative,neutral
2024-01-22,positive,negative
2024-01-23,positive,positive
2024-01-23,neutral,negative
2024-01-24,neutral,neutral
2024-01-25,positive,positive
2024-01-25,negative,negative
2024-01-26,neutral,negative
2024-01-26,negative,positive
2024-01-26,negative,negative
2024-01-27,neutral,negative
2024-01-29,positive,positive
2024-01-29,negative,negative
2024-01-30,neutral,negative
2024-01-30,neutral,negative
2024-01-31,neutral,positive
2024-01-31,positive,negative
2024-01-31,neutral,neutral
2024-01-31,negative,neutral
2024-01-31,negative,positive
2024-02-01,neutral,neutral
2024-02-01,negative,positive
2024-02-01,neutral,negative
2024-02-01,negative,negative
2024-02-02,neutral,positive
2024-02-02,positive,neutral
2024-02-02,neutral,negative
2024-02-03,neutral,negative
2024-02-04,neutral,neutral
2024-02-04,positive,negative
2024-02-05,negative,neutral
2024-02-05,negative,negative
2024-02-06,positive,positive
2024-02-06,negative,negative
2024-02-06,neutral,positive
2024-02-06,neutral,negative
2024-02-07,positive,negative
2024-02-07,positive,positive
2024-02-07,negative,positive
2024-02-08,neutral,neutral
2024-02-09,neutral,positive
2024-02-09,positive,positive
2024-02-09,positive,positive
2024-02-10,positive,positive
2024-02-10,negative,negative
2024-02-12,negative,negative
2024-02-13,negative,neutral
2024-02-13,neutral,positive
2024-02-13,negative,negative
2024-02-14,negative,negative
2024-02-14,neutral,neutral
2024-02-15,positive,neutral
2024-02-15,negative,neutral
2024-02-15,positive,negative
2024-02-15,positive,negative
2024-02-15,positive,positive
2024-02-16,negative,positive
2024-02-16,positive,positive
2024-02-17,positive,positive
2024-02-19,negative,negative
2024-02-19,positive,neutral
2024-02-20,neutral,positive
2024-02-20,neutral,positive
2024-02-21,positive,positive
2024-02-21,neutral,negative
2024-02-21,neutral,positive
2024-02-21,neutral,positive
2024-02-21,neutral,positive
2024-02-21,negative,neutral
2024-02-21,negative,negative
2024-02-22,neutral,positive
2024-02-22,positive,negative
2024-02-23,neutral,negative
2024-02-26,neutral,positive
2024-02-27,neutral,positive
2024-02-27,neutral,negative
2024-02-28,negative,negative
2024-02-28,neutral,negative
2024-02-29,negative,negative
2024-02-29,negative,positive
2024-02-29,negative,neutral
2024-03-01,positive,negative
2024-03-01,negative,negative
2024-03-01,negative,negative
2024-03-01,neutral,positive
2024-03-04,positive,positive
2024-03-04,negative,negative
2024-03-06,negative,neutral
2024-03-06,positive,negative
2024-03-09,positive,neutral
2024-03-10,negative,negative
2024-03-11,positive,positive
2024-03-12,neutral,positive
2024-03-12,positive,positive
2024-03-12,neutral,negative
2024-03-12,negative,negative
2024-03-13,negative,negative
2024-03-14,negative,negative
2024-03-14,negative,negative
2024-03-14,neutral,negative
2024-03-15,neutral,positive
2024-03-15,positive,positive
2024-03-16,positive,positive
2024-03-18,negative,negative
2024-03-18,negative,neutral
2024-03-19,negative,negative
2024-03-19,negative,negative
2024-03-19,positive,negative
2024-03-19,neutral,negative
2024-03-19,positive,negative
2024-03-20,negative,negative
2024-03-20,negative,negative
2024-03-21,neutral,neutral
2024-03-21,negative,neutral
2024-03-21,neutral,positive
2024-03-21,neutral,positive
2024-03-22,negative,negative
2024-03-22,negative,neutral
2024-03-22,neutral,negative
2024-03-22,negative,negative
2024-03-23,positive,positive
2024-03-25,positive,positive
2024-03-25,neutral,positive
2024-03-25,positive,neutral
2024-03-26,negative,negative
2024-03-28,negative,neutral
2024-03-28,negative,negative
2024-03-28,positive,positive
2024-03-29,positive,positive
2024-03-29,positive,negative
2024-03-29,negative,neutral
