date,line,tweet
2019-09-06 09:08:27-04:00,stm_Orange,"@blachance75 @blachance75 Un ralentissement de service est survenu durant l'heure de pointe ce matin. Le service est maintenant rétabli, mais un achalandage plus important en station est possible et la distance entre les trains peut être temporairement inégale et engendrer des délais."
2019-09-06 09:08:38-04:00,stm_Orange,"Un ralentissement de service est survenu durant l'heure de pointe ce matin. Le service est maintenant rétabli, mais un achalandage plus important en station est possible et la distance entre les trains peut être temporairement inégale et engendrer des délais."
2019-09-06 12:58:49-04:00,stm_Orange,@docaction72 @docaction72 Des délais dans la livraison des travaux reliés au garage de la station Côte-Vertu occasionnent un impact sur la fréquence des trains en matinée. Cette situation est temporaire. Tous les efforts sont déployés pour rétablir le service normal dans les meilleurs délais.
2019-09-08 09:28:47-04:00,stm_Orange,"@Nevart8 @Nevart8 Hello, thanks for the heads up. We've notified the station agent and the escalator is now back in function. 1 2"
2019-09-08 17:02:18-04:00,stm_Bleue,Shutdown BLUE line between Snowdon and St-Michel. Train breakdown. Service expected to resume at 17:20.  #stminfo  I 1
2019-09-08 17:02:18-04:00,stm_Bleue,Arrêt ligne BLEUE entre Snowdon et St-Michel. Panne de train. Reprise prévue vers 17h20.  #stminfo  I 1 2
2019-09-08 17:05:04-04:00,stm_Bleue,Service normal du métro  #stminfo  P 1
2019-09-08 17:05:05-04:00,stm_Bleue,Normal métro service  #stminfo  P 1 2
2019-09-08 17:10:57-04:00,stm_Bleue,"@Magic_62422 @Magic_62422 Hi, there was a broken train and the first maneuvers to put it back in service didn't work. A team was then set on site for more complex maneuvers and they resolved the issue. We are now back to a normal service. Have a good day! 1"
2019-09-09 16:15:55-04:00,stm_Orange,"@Teddocks @Teddocks and and @REMgrandmtl @REMgrandmtl Effectivement, la station Côte-Vertu sera fermée durant 3 mois à l’été 2020 dans le cadre de la construction du garage Côte-Vertu, un projet déja bien avancé. Nous travaillons à divers scénarios pour pallier la situation. 1 1 1"
2019-09-09 18:31:31-04:00,stm_Orange,"Bonjour, à ce moment de la journée la fréquence sur la ligne Orange se situe entre 4 et 10 minutes, pour plus d'info :  http://ow.ly/ajZc30pvtqR http://"
2019-09-10 08:19:25-04:00,stm_Orange,@alain_nicoli @alain_nicoli Des délais ds la livraison des travaux reliés au garage de la station Côte-Vertu occasionnent un impact sur la fréquence des trains en matinée. Cette situation est temporaire. Tous les efforts sont déployés pour rétablir le service normal dans les meilleurs délais. 3
2019-09-10 08:30:14-04:00,stm_Bleue,"@_steviewonder76 @_steviewonder76 Bonjour, un ralentissement de service survenu un peu plus tôt ce matin en heure de pointe a causé un achalandage plus important en stations. Nous avons avisé les équipes concernées afin que du personnel supplémentaire soit dirigé vers la station Jean-Talon. Merci! 1"
2019-09-10 11:52:17-04:00,stm_Verte,"@lZONEIST @lZONEIST Bonjour, il y a actuellement un ralentissement de service causé par un objet sur la voie. Des messages sonores à cet effet peuvent être entendus en stations et dans les trains. Merci,"
2019-09-10 17:08:15-04:00,stm_Verte,"@RichardLefebvr8 @RichardLefebvr8 Bonjour, la fréquence planifiée des trains demeure entre 3 et 4 min. en heure de pointe sur la ligne Verte, pour plus d'information sur les fréquences prévues à différents moments de la journée, vous pouvez consulter la page web suivante :  http://ow.ly/84LN30pvPqw http:// 1"
2019-09-11 11:35:41-04:00,stm_Orange,Effectivement! Nous prévoyons installer une enseigne du métro au-dessus du corridor piétonnier sous peu!
2019-09-14 00:00:04-04:00,stm_Orange,Shutdown ORANGE line between H-Bourassa and Montmorency. Inter. emergency services. Service expected to resume at 0:40.  #stminfo  W 1 1
2019-09-14 00:00:04-04:00,stm_Orange,Arrêt ligne ORANGE entre H-Bourassa et Montmorency. Inter. services d'urgence. Reprise prévue vers 0h40.  #stminfo  W 3
2019-09-14 00:14:22-04:00,stm_Orange,Normal métro service  #stminfo  L 1 1
2019-09-14 00:14:22-04:00,stm_Orange,Service normal du métro  #stminfo  L 3
2019-09-14 08:00:36-04:00,stm_Bleue,"[Perturbation métro]   Le 15 septembre, de 8h30 à 17h, l'édicule C (2030, boul. Édouard-Montpetit) de la station Édouard-Montpetit sera fermé à l'occasion du Grand Prix Cycliste de Montréal. Pour en savoir plus    http://ow.ly/B3tn50w7L6G http:// 1 1"
2019-09-14 08:05:09-04:00,stm_Bleue,"[Métro disruption]   On September 15, from 8:30 a.m. to 5 p.m., entrance building C (2030, boul. Édouard-Montpetit) of the Édouard-Montpetit métro station will be closed during the Grand Prix Cycliste de Montréal. For more information    http://ow.ly/FMon50w7L9u http:// 1 1"
2019-09-14 09:02:50-04:00,stm_Orange,@realJonathanFel @realJonathanFel and and @JonathanFell6 @JonathanFell6 There was a service slowdown of approx. 5 minutes caused by an intervention of the emergency services at the Villa-Maria station around 8AM.
2019-09-14 09:05:11-04:00,stm_Orange,"@jochanceux @jochanceux Bonjour. La fréquence des trains le week-end est de 6 à 12 minutes. Vers 8h ce matin, il y a eu un ralentissement d'environ 5 minutes causé par l'intervention des unités d'urgence à la station Villa-Maria. 1"
2019-09-14 15:06:19-04:00,stm_Verte,"Hello! You can take the 747 - YUL Aéroport Mtl-Trudeau/Centre-Ville bus line from the airport to Lionel-Groulx or Berri-UQAM métro stations, then take the métro to the nearest station of your hotel. We invite you to use our trip calculator :  http://ow.ly/ZBsk30pxbi8 http://"
2019-09-14 19:07:56-04:00,stm_Verte,"@pehailebe @pehailebe Bonjour, il vous est possible de soumettre un plainte en lien avec votre expérience au guichet de cette station de métro en indiquant les détails via le lien suivant :  http://ow.ly/htCV30pxdGr http://"
2019-09-16 07:05:11-04:00,stm_Bleue,[Station Jean-Talon]   La 1ère phase des travaux de remplacement de la membrane d’étanchéité est terminée! La rue Jean-Talon est donc rouverte à la circulation et un passage piétonnier protégé est aménagé afin de vous permettre de circuler.  http://ow.ly/bwyj50wbfye http:// 2
2019-09-16 07:05:13-04:00,stm_Orange,[Station Jean-Talon]   La 1ère phase des travaux de remplacement de la membrane d’étanchéité est terminée! La rue Jean-Talon est donc rouverte à la circulation et un passage piétonnier protégé est aménagé afin de vous permettre de circuler.  http://ow.ly/QFtg50w9srJ http:// 4 9
2019-09-16 07:10:12-04:00,stm_Orange,[Jean-Talon métro station]   Phase 1 of the works to replace the waterproof membrane is now completed! Jean-Talon Street is reopened to traffic and a protected pedestrian crossing has been put up to allow circulation on the street. More info    http://ow.ly/a8EU50w9ssG http:// 1 3
2019-09-16 07:10:14-04:00,stm_Bleue,[Jean-Talon métro station]   Phase 1 of the works to replace the waterproof membrane is now completed! Jean-Talon Street is reopened to traffic and a protected pedestrian crossing has been put up to allow circulation on the street. More info    http://ow.ly/mhiO50w9st3 http:// 1
2019-09-16 17:09:53-04:00,stm_Orange,"@lynds25 @lynds25 Bonjour, il y a un ralentissement de service sur la ligne actuellement en raison d'une personne blessée/malade à bord d'un train. 1"
2019-09-16 17:18:34-04:00,stm_Orange,"Hello, service is still offered but with delays, there is currently a service slowdown on the line due to a sick person on a train. On our website we broadcast service shutdowns of more than 10 minutes :  http://ow.ly/ollv30pxTqk http:// 1"
2019-09-16 17:23:48-04:00,stm_Orange,"@BenBrun3 @BenBrun3 Bonjour, il y a eu un ralentissement de service sur la ligne en raison d'une personne malade à bord d'un train mais le service régulier reprend graduellement en ce moment. Merci! 1 1"
2019-09-16 17:32:49-04:00,stm_Orange,"@Alexandrap35 @Alexandrap35 Bonjour, il n'y a pas d'évacuation requise pour ce train, nous avons transmis l'information à l'équipe métro pour un suivi. Merci! 2"
2019-09-17 08:58:30-04:00,stm_Orange,"@Lau_et_Larry @Lau_et_Larry Des travaux de réfection de l’arrière-gare de la station Côte-Vertu occasionnent un impact sur la fréquence des trains sur la ligne orange, particulièrement en pointe du matin en direction Montmorency. Cette situation est temporaire."
2019-09-17 09:21:01-04:00,stm_Orange,"[Interruption en cours]   Pour d’autres options pour vos déplacements, utilisez le calculateur d’itinéraires (en décochant option métro)    http://ow.ly/1muG50wdnVg http:// . Pour vous rendre au centre-ville,  @stm_Verte  est une bonne alternative. 2 2 3"
2019-09-17 09:21:53-04:00,stm_Orange,"[Ongoing disruption]   For an alternative to the métro, use the trip calculator (untick métro box)    http://ow.ly/eV0r50wdo0l http://   @stm_Verte  is also a good option to reach downtown. 1 4"
2019-09-17 09:23:54-04:00,stm_Orange,Shutdown ORANGE line between L-Groulx and H-Bourassa. Presence of smoke. Service expected to resume at 9:50.  #stminfo  K 7 16 11
2019-09-17 09:23:54-04:00,stm_Orange,Arrêt ligne ORANGE entre L-Groulx et H-Bourassa. Dégagement de fumée. Reprise prévue vers 9h50.  #stminfo  K 8 6
2019-09-17 09:25:32-04:00,stm_Orange,@GaryFGebhardt @GaryFGebhardt Service is expected to resume around 9:50. We noticed a presence of smoke at Shebrooke métro station. 1
2019-09-17 09:27:09-04:00,stm_Orange,"@JustineTimberrr @JustineTimberrr De la fumée à la station Shebrooke nous oblige à interrompre le service jusqu'à environ 9h50. En fermant ainsi la ventilation, cela réduit la propagation de la fumée dans l'ensemble de nos stations. 2"
2019-09-17 09:28:25-04:00,stm_Orange,@beatricebp @beatricebp Le service devrait reprendre autour de 9h50. Nous faisons notre possible pour rétablir le service dans les plus brefs délais. 1 1
2019-09-17 09:29:13-04:00,stm_Orange,@ReneOuld @ReneOuld Service is expected to resume around 9:50. We noticed a presence of smoke at Shebrooke métro station. 1
2019-09-17 09:29:30-04:00,stm_Orange,Service is expected to resume around 9:50. 1
2019-09-17 09:33:52-04:00,stm_Jaune,Arrêt ligne JAUNE entre Longueuil et Berri-UQAM. Dégagement de fumée. Reprise prévue vers 9h50.  #stminfo  D 5 2
2019-09-17 09:33:52-04:00,stm_Jaune,Shutdown YELLOW line between Longueuil and Berri-UQAM. Presence of smoke. Service expected to resume at 9:50.  #stminfo  D 3 5
2019-09-17 09:34:28-04:00,stm_Verte,Arrêt ligne VERTE entre Atwater et Frontenac. Dégagement de fumée. Reprise prévue vers 10h00.  #stminfo  L 1 6 3
2019-09-17 09:34:28-04:00,stm_Verte,Shutdown GREEN line between Atwater and Frontenac. Presence of smoke. Service expected to resume at 10:00.  #stminfo  L 7 1
2019-09-17 09:40:36-04:00,stm_Orange,We noticed a presence of smoke at Shebrooke métro station. Firefighters are on site.
2019-09-17 09:41:55-04:00,stm_Orange,@dahoodnhl @dahoodnhl and and @coIecaufieId @coIecaufieId We are doing our utmost to re-establish the service as promptly as possible. Service expected to resume at 9:50. 2 1
2019-09-17 09:42:42-04:00,stm_Verte,Normal métro service on GREEN line.  #stminfo  Q 2 3 6
2019-09-17 09:42:42-04:00,stm_Verte,Service normal du métro sur la ligne VERTE.  #stminfo  Q 1 3
2019-09-17 09:43:54-04:00,stm_Jaune,Service normal du métro sur la ligne JAUNE.  #stminfo  L 1 1
2019-09-17 09:43:54-04:00,stm_Jaune,Normal métro service on YELLOW line.  #stminfo  L 1 1
2019-09-17 09:53:44-04:00,stm_Orange,Arrêt prolongé ligne ORANGE entre L-Groulx et H-Bourassa. Dégagement de fumée. Reprise prévue vers 10h15.  #stminfo  M 1 2
2019-09-17 09:53:45-04:00,stm_Orange,Shutdown continues ORANGE line between L-Groulx and H-Bourassa. Presence of smoke. Service expected to resume at 10:15.  #stminfo  M 1 4 3
2019-09-17 09:56:03-04:00,stm_Orange,"[Interruption en cours]   Pour une raison indépendante de notre volonté, nous devons prolonger l'interruption de service entre Henri-Bourassa et Lionel-Groulx jusqu'à 10h15. Merci de votre compréhension. 3 2 3"
2019-09-17 09:59:09-04:00,stm_Orange,"[Métro service update]   For reasons beyond our control, the service disruption between Henri-Bourassa and Lionel-Groulx must be extended until 10:15. Thank you for your understanding. 1"
2019-09-17 10:00:45-04:00,stm_Orange,@JohnWil03812844 @JohnWil03812844 Service is expected to resume at Henri-Bourassa around 10:15.
2019-09-17 10:01:24-04:00,stm_Orange,Reprise graduelle du service sur la ligne ORANGE.  #stminfo  W 2
2019-09-17 10:01:25-04:00,stm_Orange,Service gradually resuming on the ORANGE line.  #stminfo  W 3
2019-09-17 10:02:25-04:00,stm_Orange,L'interruption de service sur la ligne concerne le tronçon compris entre Henri-Bourassa et Lionel-Groulx. Les trains roulent cependant au ralenti sur les autres tronçons.
2019-09-17 10:03:07-04:00,stm_Orange,[Fin de la perturbation]   Reprise graduelle du service sur la ligne. Des délais et un fort achalandage sont à prévoir dans les deux directions. Merci de votre compréhension. 1 2 3
2019-09-17 10:03:21-04:00,stm_Orange,[End of disruption]   Service is gradually resuming on the line. Delays and heavy passenger traffic are expected in both directions. Thank you for your understanding. 3 3
2019-09-17 10:22:08-04:00,stm_Orange,Service normal du métro  #stminfo  E 2
2019-09-17 10:22:08-04:00,stm_Orange,Normal métro service  #stminfo  E 1 2
2019-09-17 10:22:29-04:00,stm_Orange,Nous vous avons répondu pourquoi. Nous avons fait descendre les gens en provenance de Laval à Henri-Bourassa puisque le service était interrompu à partir de cette station. 1 1
2019-09-17 10:54:24-04:00,stm_Verte,"Smoke was detected in the tunnel between Berri-UQAM and Sherbrooke. Because of the proximity of Berri-UQAM wich connect Orange, Green and Yellow lines, smoke has spread to those lines too. 1/2"
2019-09-17 10:55:17-04:00,stm_Verte,"Depending on the number of métro trains on the affected segment, service may experience slowdown while resuming. 2/2"
2019-09-17 18:05:17-04:00,stm_Orange,"@MontrealCamargo @MontrealCamargo Hello, this service shutdown happened this morning, regular service is offered on the line right now. Thank you!"
2019-09-18 13:56:33-04:00,stm_Verte,"@carl_lacasse @carl_lacasse Bonjour, vous pouvez vous rendre au comptoir des objets trouvés à la station Berri-UQAM. Si votre cellulaire nous a été rendu, vous le retrouverez là-bas dans 48 hres . Plus d'infos   http://ow.ly/APnd30pyQTY http://"
2019-09-19 07:01:36-04:00,stm_Orange,"[Station Rosemont]   La boucle de bus de la station est fermée en raison de travaux et les arrêts des lignes  #stm13 ,  #stm25 ,  #stm30 ,  #stm31 ,  #stm197  et  #stm36  ont été relocalisés. Pour en savoir plus et connaître le lieu de déplacement des arrêts    http://ow.ly/YTvA50w8zNB http:// 2"
2019-09-19 07:05:14-04:00,stm_Orange,"[Rosemont métro station]   Bus stops positioned in the Rosemont bus loop are relocated due to works next to the   building entrance. Check out here the new location of your bus stops for  #stm13 ,  #stm25 ,  #stm30 ,  #stm31 ,  #stm197  &  #stm361 .    http://ow.ly/tWTT50w8zUM http:// 3 1"
2019-09-19 19:23:38-04:00,stm_Orange,Arrêt ligne ORANGE entre Côte-Vertu et Plamondon. Problème d'équipement sur la voie. Reprise prévue vers 19h50.  #stminfo  T 1 1 3
2019-09-19 19:23:39-04:00,stm_Orange,Shutdown ORANGE line between Côte-Vertu and Plamondon. Equipment on tracks problem. Service expected to resume at 19:50.  #stminfo  T 2
2019-09-19 19:47:24-04:00,stm_Orange,Service gradually resuming on the ORANGE line.  #stminfo  N 3
2019-09-19 19:47:24-04:00,stm_Orange,Reprise graduelle du service sur la ligne ORANGE.  #stminfo  N 1 1
2019-09-19 19:59:51-04:00,stm_Orange,Service normal du métro  #stminfo  N 1 2 2
2019-09-19 19:59:51-04:00,stm_Orange,Normal métro service  #stminfo  N 1 3
2019-09-19 20:25:26-04:00,stm_Orange,"Bonjour, nous avons eu une interruption de service plus tôt ce soir et des échos peuvent s'en faire ressentir. Merci de votre compréhension!"
2019-09-20 07:01:40-04:00,stm_Orange,"@electrochide @electrochide On fait le suivi à l'instant afin de régler la situation. Sachez qu'avant 7 h, les trains passent à fréquence de 6 à 12 minutes. Bonne journée!"
2019-09-20 13:30:35-04:00,stm_Verte,"[Stations Pie-IX et Viau]   Les stations sont maintenant branchées au réseau mobile 3G et 4G LTE. Plus que jamais, vous pourrez utiliser les outils pour faciliter vos déplacements et être informé de l'état du service!

Infos sur le réseau mobile    http://ow.ly/Nl6w50wgldt http:// 5 2 20"
2019-09-20 13:35:09-04:00,stm_Verte,"[Pie-IX and Viau métro stations]   The stations are now wired to the 3G and 4G LTE mobile network. More than ever, you can use the tools to facilitate your travels and stay informed on the status of the service!

Info on the mobile network    http://ow.ly/tqCA50wgm84 http:// 1 6"
2019-09-20 14:30:53-04:00,stm_Bleue,[Prolongement ligne Bleue]   Le projet prend forme! La fin de semaine du 21-22 sept. l’embarquement en direction Snowdon à la station Saint-Michel se fera sur le même quai que celui du débarquement pour permettre d’effectuer des relevés d’arpentage    http://ow.ly/ATX250vX5V1 http:// 4
2019-09-20 14:35:10-04:00,stm_Bleue,"[Blue line extension]   The project is taking shape! On the weekend of September 21 - 22, boarding of customers toward Snowdon at Saint-Michel station will be done on the same platform as the exit platform to allow surveying work    http://ow.ly/Lntx50vX63K http:// 3"
2019-09-20 15:41:22-04:00,stm_Orange,"[Travaux station Henri-Bourassa]   Après des travaux de réfection, l’édicule Berri sera rouvert dès lundi le 23 septembre! Pour plus de détails    http://ow.ly/7Ae750wimbs http:// 2"
2019-09-20 15:44:03-04:00,stm_Orange,"[Work at Henri-Bourassa station]   After refurbishment work, the Berri entrance will be reopened on Monday September 23! For more details    http://ow.ly/sOgG50wipzv http:// 3"
2019-09-20 18:07:00-04:00,stm_Verte,"@bmahieddine @bmahieddine Bonjour! Les efforts sont concentrés pour rendre le réseau mobile disponible sur la ligne Verte dans les stations et tunnels entre Beaudry et H.-Beaugrand et par la suite entre L.-Groulx et Angrignon, de façon à ce que l’ensemble du métro soit branché en 2020. 1 2"
2019-09-21 09:25:42-04:00,stm_Bleue,Shutdown BLUE line between Snowdon and Acadie. Equipment on tracks problem. Service expected to resume at 9:50.  #stminfo  R 2 1
2019-09-21 09:25:42-04:00,stm_Bleue,Arrêt ligne BLEUE entre Snowdon et Acadie. Problème d'équipement sur la voie. Reprise prévue vers 9h50.  #stminfo  R 1 2 3
2019-09-21 09:40:25-04:00,stm_Bleue,"[Interruption en cours]   Pour d’autres options pour vos déplacements entre les stations Snowdon et Acadie, utilisez le calculateur d’itinéraires (en décochant option métro)    http://ow.ly/WWqo50wjBK2 http:// 2"
2019-09-21 09:41:27-04:00,stm_Bleue,"[Ongoing disruption]   For an alternative to the métro between Snowdon and Acadie stations, use the trip calculator (untick métro box)    http://ow.ly/DwGh50wjBLb http:// 1"
2019-09-21 09:49:54-04:00,stm_Bleue,Shutdown continues BLUE line between Snowdon and Acadie. Equipment on tracks problem. Service expected to resume at 11:00.  #stminfo  A 2 2
2019-09-21 09:49:54-04:00,stm_Bleue,Arrêt prolongé ligne BLEUE entre Snowdon et Acadie. Problème d'équipement sur la voie. Reprise prévue vers 11h00.  #stminfo  A 1
2019-09-21 09:54:25-04:00,stm_Bleue,[Interruption en cours]   Un service spécial de bus a été demandé et est en cours d'installation entre les stations Parc et Snowdon. Vous pouvez retrouver l'arrêt de ces bus sur les plans de quartiers affichés dans l'ensemble des stations.    http://ow.ly/yF5250wjBXb http:// 1 1
2019-09-21 09:55:22-04:00,stm_Bleue,[Ongoing disruption]   A special bus service has been requested and is being installed between Parc and Snowdon stations. You can find the stop of these bus on the neighbourhood plan displayed in all the stations.    http://ow.ly/qeHK50wjBYJ http:// 1
2019-09-21 10:07:02-04:00,stm_Bleue,Arrêt ligne BLEUE entre Snowdon et Acadie. Problème d'équipement sur la voie. Reprise prévue vers 11h00.  #stminfo  Y 2
2019-09-21 10:07:02-04:00,stm_Bleue,Shutdown BLUE line between Snowdon and Acadie. Equipment on tracks problem. Service expected to resume at 11:00.  #stminfo  Y 2
2019-09-21 10:11:25-04:00,stm_Bleue,[Interruption en cours]   Un service spécial de bus est en cours et fait la navette entre les stations Parc et Snowdon. Vous pouvez retrouver l'arrêt de ces bus sur les plans de quartiers affichés dans l'ensemble des stations. 2
2019-09-21 10:11:59-04:00,stm_Bleue,[Ongoing disruption]   A special bus service runs between Parc and Snowdon métro stations. You can find the bus stops on the neighbourhood plans displayed in all the stations. 2
2019-09-21 10:52:22-04:00,stm_Bleue,Service normal du métro  #stminfo  S 1
2019-09-21 10:52:23-04:00,stm_Bleue,Normal métro service  #stminfo  S 2
2019-09-21 22:04:35-04:00,stm_Bleue,Shutdown BLUE line between Snowdon and St-Michel. Inter. Emergency medical services. Service expected to resume at 23:00.  #stminfo  D 3
2019-09-21 22:04:35-04:00,stm_Bleue,Arrêt ligne BLEUE entre Snowdon et St-Michel. Inter. services médicaux d'urgence. Reprise prévue vers 23h00.  #stminfo  D 1 2
2019-09-21 22:30:18-04:00,stm_Bleue,"[Interruption en cours]   Pour d’autres options pour vos déplacements, utilisez le calculateur d’itinéraires (en décochant l'option métro)    http://ow.ly/3SQB50wkt5t http:// 1"
2019-09-21 22:31:43-04:00,stm_Bleue,"[Ongoing disruption]   For an alternative to the métro, use the trip calculator (uncheck the métro option)    http://ow.ly/ksC850wkt81 http:// 1"
2019-09-21 23:07:35-04:00,stm_Bleue,Normal métro service  #stminfo  L 1
2019-09-21 23:07:35-04:00,stm_Bleue,Service normal du métro  #stminfo  L 3
2019-09-23 07:00:40-04:00,stm_Orange,"[Investir dans le réseau de demain]   Après des travaux de réfection, l’édicule Berri de la station Henri-Bourassa est maintenant rouvert! Pour plus de détails    http://ow.ly/BTOB50wijMB http:// 6"
2019-09-23 07:05:11-04:00,stm_Orange,"[Investing in transit for tomorrow]   After refurbishment work, the Berri entrance of Henri-Bourassa station is now reopened! For more details    http://ow.ly/gsBP50wijQ1 http:// 1 11"
2019-09-23 16:06:10-04:00,stm_Orange,"Hello, the bus team is trying to minimize the impact for customers when changing temporarily a bus route, that said, you can submit a complaint regarding this situation through this link, it will be send to the concerned team :  http://ow.ly/1fxf30pARbm http:// 1"
2019-09-23 20:23:46-04:00,stm_Verte,Aucun arrêt des trains sur la ligne VERTE à la station Viau.  #stminfo  C 1 2
2019-09-23 20:23:46-04:00,stm_Verte,No trains stopping GREEN line at Viau station.  #stminfo  C 1
2019-09-23 20:35:57-04:00,stm_Verte,Service normal du métro  #stminfo  Q
2019-09-23 20:35:57-04:00,stm_Verte,Normal métro service  #stminfo  Q
2019-09-23 20:37:13-04:00,stm_Verte,[État du service métro]   Le service régulier reprend à la station Viau.  #stminfo
2019-09-23 20:37:45-04:00,stm_Verte,[Métro service status]   Regular service resuming at Viau station.  #stminfo
2019-09-23 20:46:08-04:00,stm_Verte,"@cerveauonfire @cerveauonfire Bonjour, le service a été interrompu à la station Viau en raison d'un dégagement de fumée à proximité de la station, mais le service est maintenant rétabli à cette station. Merci! 1"
2019-09-23 21:44:56-04:00,stm_Orange,"@JValente_ca @JValente_ca Hello, there was a service slowdown due to an equipment problem, but regular service is now gradually resuming, thank you! 1"
2019-09-23 22:40:37-04:00,stm_Orange,"@hockeylover3111 @hockeylover3111 Hello, there was a service slowdown due to an equipment problem around 9:25 p.m., and a train was evacuated at Bonaventure station as we were preparing to maybe interrupt service - (1/2) 1"
2019-09-23 22:41:53-04:00,stm_Orange,"@hockeylover3111 @hockeylover3111 but the incident was resolved, service resumed, and it was possible to get back on the train a few minutes later. Thank you! - (2/2) 1"
2019-09-25 14:55:37-04:00,stm_Orange,Arrêt ligne ORANGE entre Côte-Vertu et Berri-UQAM. Inter. services médicaux d'urgence. Reprise prévue vers 15h50.  #stminfo  O 3 7 4
2019-09-25 14:55:37-04:00,stm_Orange,Shutdown ORANGE line between Côte-Vertu and Berri-UQAM. Inter. Emergency medical services. Service expected to resume at 15:50.  #stminfo  O 6 11 14
2019-09-25 15:06:02-04:00,stm_Orange,"@juanmihd  Hello, yes service is available between Berri-UQAM and Montmorency stations - thank you!"
2019-09-25 15:07:31-04:00,stm_Orange,"@MinistryWolf @MinistryWolf Bonjour, le service demeure offert entre les stations Berri-UQAM et Montmorency et ce dans les deux directions - merci! 1"
2019-09-25 15:08:44-04:00,stm_Orange,"Bonjour, en effet, le service demeure offert entre les stations Berri-UQAM et Montmorency - merci!"
2019-09-25 15:10:53-04:00,stm_Orange,"@gagne_elizabeth @gagne_elizabeth Bonjour, oui en effet le service demeure offert entre les stations Berri-UQAM et Montmorency - merci!"
2019-09-25 15:14:28-04:00,stm_Orange,"[Interruption en cours]   Utilisez la  @stm_Verte  pour vous déplacer dans le centre-ville, entre Lionel-Groulx et Berri-UQAM.

Pour d’autres options pour vos déplacements, utilisez le calculateur d’itinéraires (en décochant l’option métro).     http://ow.ly/KhjC50wr2j2 http:// 2"
2019-09-25 15:14:36-04:00,stm_Orange,"@bco306 @bco306 and and @gagne_elizabeth @gagne_elizabeth Bonjour, en effet les trains font le service entre les stations Berri-UQAM et Montmorency - merci! 1 1"
2019-09-25 15:16:44-04:00,stm_Orange,"[Ongoing disruption]   Use  @stm_Verte  to get around downtown, between métro stations Lionel-Groulx and Berri-UQAM.

For an alternative to the métro, use the trip calculator (untick métro box)    http://ow.ly/13zQ50wr2tH http:// 2"
2019-09-25 15:23:56-04:00,stm_Orange,[Interruption en cours]   Un service spécial de bus fait la navette entre les stations Lionel-Groulx et Côte-Vertu. Vous pouvez retrouver l'arrêt de ces bus sur les plans de quartier affichés dans toutes les stations    http://ow.ly/4yme50wr32K http:// 1 4 2
2019-09-25 15:25:01-04:00,stm_Orange,[Ongoing disruption]   A special bus service is established between Lionel-Groulx and Côte-Vertu métro stations. You can find the stop of these busses on the neighbourhood plan displayed in all the stations    http://ow.ly/baj350wr36T http:// 5 3
2019-09-25 15:26:36-04:00,stm_Orange,"@montrealcrystal @montrealcrystal and and @stminfo @stminfo Bonjour, vous pouvez consulter le plan de quartier de votre station de métro sur notre site web pour localiser l'arrêt du service bus temporaire :  http://ow.ly/ZKba30pBKEb http:// 1"
2019-09-25 15:29:26-04:00,stm_Orange,"@RobitailleMath2 @RobitailleMath2 Bonjour, un service de bus temporaire est effectivement en place, vous pouvez consulter le plan de quartier de votre station de métro pour trouver l'emplacement de l'arrêt de ce service temporaire :  http://ow.ly/c7yu30pBKHn http:// 2 1"
2019-09-25 15:37:21-04:00,stm_Orange,"@alexcapristo @alexcapristo and and @taischamcguffie @taischamcguffie Hello, the service shutdown is on the Orange line, between Berri-UQAM and Côte-Vertu stations, you can follow this account for more info - thank you!"
2019-09-25 15:45:13-04:00,stm_Orange,"@jsscaaime @jsscaaime Hello, the location of bus stops is different at each métro station, so we can not list all of these stops here, the information is however available on our website :  http://ow.ly/8H2R30pBKYo http://  if you wish we can help you find the info for a specific station - thank you! stm.info stm.info Maps Maps 2023 System map 2023 System map"
2019-09-25 15:46:56-04:00,stm_Orange,"@VA2IO @VA2IO Bonjour, le service est interrompu entre les stations Berri-UQAM et Côte-Vertu, le service demeure offert entre les stations Berri-UQAM et Montmorency - merci!"
2019-09-25 15:49:18-04:00,stm_Orange,"@maadbee @maadbee @bco306 @bco306 and and @gagne_elizabeth @gagne_elizabeth Le service est offert entre les stations Berri-UQAM et Montmorency, mais il peut y avoir du délai en raison de l'incident en cours - merci!"
2019-09-25 15:55:20-04:00,stm_Orange,Reprise graduelle du service sur la ligne ORANGE.  #stminfo  R 3 2
2019-09-25 15:55:20-04:00,stm_Orange,Service gradually resuming on the ORANGE line.  #stminfo  R 1 1 3
2019-09-25 15:56:25-04:00,stm_Verte,"@btttrswtdstrctr @btttrswtdstrctr Hello, there was a service slowdown on the line due to a blocked train door, but regular service is now gradually resuming, thank you! 1"
2019-09-25 15:57:14-04:00,stm_Orange,"@Infiniterosie1 @Infiniterosie1 Hello, regular service is gradually resuming, thank you!"
2019-09-25 15:57:53-04:00,stm_Orange,"@safokapjesis @safokapjesis and and @DayJobNightLife @DayJobNightLife Hello, regular service is gradually resuming - thank you! 1"
2019-09-25 15:58:41-04:00,stm_Orange,"[Reprise graduelle du service]   Le service reprend graduellement sur la ligne, mais des délais et un fort achalandage sont à prévoir dans les deux directions. Merci de votre compréhension. 1 1 3"
2019-09-25 15:59:06-04:00,stm_Orange,"@MarioFDimas @MarioFDimas Hello, regular service is gradually resuming - thank you!"
